┬О▐И█┌░Й,114.514,810.931,http://www.google.com
┬О▐И█┌░Й,114.514,810.931,http://www.google.com
┬О▐И█┌░Й2,114.514,810.931,http://www.google.com
┬О▐И█┌░Й2,114.514,810.931,http://www.google.com
┬О▐И█┌░Й2,114.514,810.931,http://www.google.com
┬О▐И█┌░Й2,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
┬О▐И█┌░Й3,114.514,810.931,http://www.google.com
,-9.25596e+061,-9.25596e+061,TESTллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллXТL
TESTTESTлллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллл╪Ш.,-9.25596e+061,-9.25596e+061,TESTTESTлллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллллл╪Ш.
TESTCODE,114.514,810.931,TESTCODE2
TESTCODE,114.514,810.931,TESTCODE2
TESTCODE,114.514,810.931,http://www.example.com
qawsed,112,312.4,http://www.qawsed.com
